,TenantId,TimeGenerated,FlowStartTime,FlowEndTime,FlowIntervalEndTime,FlowType,ResourceGroup,VMName,VMIPAddress,PublicIPs,SrcIP,DestIP,L4Protocol,L7Protocol,DestPort,FlowDirection,AllowedOutFlows,AllowedInFlows,DeniedInFlows,DeniedOutFlows,RemoteRegion,VMRegion,AllExtIPs,TotalAllowedFlows
744,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 11:18:43.949,2019-02-13 10:23:11.000,2019-02-13 10:23:11.000,2019-02-13 11:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['157.55.135.128'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,,eastus,157.55.135.128,1.0
742,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 11:18:43.949,2019-02-13 10:23:11.000,2019-02-13 10:23:11.000,2019-02-13 11:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
729,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:01:07.000,2019-02-13 11:55:54.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
731,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:08:45.000,2019-02-13 11:08:45.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
736,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:08:51.000,2019-02-13 11:58:44.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
737,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:08:51.000,2019-02-13 11:58:44.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
732,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:08:59.000,2019-02-13 11:43:07.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
735,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:09:45.000,2019-02-13 11:09:45.000,2019-02-13 12:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
730,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:13:39.000,2019-02-13 11:13:39.000,2019-02-13 12:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
733,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:28:52.000,2019-02-13 11:28:52.000,2019-02-13 12:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['172.217.15.99', '172.217.8.14']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,172.217.15.99,2.0
734,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 12:23:41.471,2019-02-13 11:28:52.000,2019-02-13 11:28:52.000,2019-02-13 12:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['172.217.15.99', '172.217.8.14']",,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,172.217.8.14,2.0
721,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:00:11.000,2019-02-13 12:51:23.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
720,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:00:15.000,2019-02-13 12:15:22.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.89.220.65', '52.165.170.112']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,centralus,eastus,52.165.170.112,5.0
719,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:00:15.000,2019-02-13 12:15:22.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.89.220.65', '52.165.170.112']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,centralus,eastus,13.89.220.65,5.0
722,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:00:23.000,2019-02-13 12:57:43.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
726,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:08:45.000,2019-02-13 12:58:45.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,6.0
727,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:08:45.000,2019-02-13 12:58:45.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,6.0
728,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:08:45.000,2019-02-13 12:58:45.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,6.0
724,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:29:45.000,2019-02-13 12:29:55.000,2019-02-13 13:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['205.185.216.42', '23.4.187.27']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,23.4.187.27,2.0
723,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:29:45.000,2019-02-13 12:29:55.000,2019-02-13 13:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['205.185.216.42', '23.4.187.27']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,205.185.216.42,2.0
725,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 13:24:33.290,2019-02-13 12:38:45.000,2019-02-13 12:38:45.000,2019-02-13 13:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
712,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.178,2019-02-13 13:03:33.000,2019-02-13 13:58:49.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
714,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.178,2019-02-13 13:08:27.000,2019-02-13 13:42:35.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
717,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.194,2019-02-13 13:13:45.000,2019-02-13 13:43:45.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,4.0
716,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.194,2019-02-13 13:13:45.000,2019-02-13 13:43:45.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,4.0
713,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.178,2019-02-13 13:38:45.000,2019-02-13 13:38:45.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
715,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 14:24:36.178,2019-02-13 13:58:46.000,2019-02-13 13:58:46.000,2019-02-13 14:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
688,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 13:59:39.000,2019-02-13 14:50:51.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
682,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:04:07.000,2019-02-13 14:55:44.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,11.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,11.0
685,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:08:46.000,2019-02-13 14:08:46.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
692,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:13:46.000,2019-02-13 14:58:47.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.108,5.0
693,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:13:46.000,2019-02-13 14:58:47.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
691,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:13:46.000,2019-02-13 14:58:47.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '65.55.44.108', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
689,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:28:46.000,2019-02-13 14:28:46.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.226.250'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,northeurope,eastus,40.77.226.250,1.0
690,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 15:24:48.953,2019-02-13 14:52:40.000,2019-02-13 14:52:40.000,2019-02-13 15:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
694,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 16:24:33.432,2019-02-13 15:01:25.000,2019-02-13 15:55:09.000,2019-02-13 16:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,11.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,11.0
696,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 16:24:33.432,2019-02-13 15:07:55.000,2019-02-13 15:59:07.000,2019-02-13 16:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
695,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 16:24:33.432,2019-02-13 15:08:46.000,2019-02-13 15:53:46.000,2019-02-13 16:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,3.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,3.0
698,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 16:24:33.432,2019-02-13 15:13:47.000,2019-02-13 15:58:47.000,2019-02-13 16:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.44.109'],,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,4.0
697,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 16:24:33.432,2019-02-13 15:53:10.000,2019-02-13 15:53:11.000,2019-02-13 16:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.81.200'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,,eastus,72.21.81.200,2.0
781,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 15:59:41.000,2019-02-13 16:58:29.000,2019-02-13 17:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
784,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 16:00:51.000,2019-02-13 16:00:51.000,2019-02-13 17:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
786,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 16:13:48.000,2019-02-13 16:58:48.000,2019-02-13 17:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.44.109'],,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,4.0
782,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 16:14:48.000,2019-02-13 16:14:48.000,2019-02-13 17:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
785,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 16:16:11.000,2019-02-13 16:50:19.000,2019-02-13 17:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
783,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 17:18:46.046,2019-02-13 16:38:46.000,2019-02-13 16:38:46.000,2019-02-13 17:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
675,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:02:56.000,2019-02-13 17:54:43.000,2019-02-13 18:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,12.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,12.0
680,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:05:51.000,2019-02-13 17:58:49.000,2019-02-13 18:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,5.0
681,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:05:51.000,2019-02-13 17:58:49.000,2019-02-13 18:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,5.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,5.0
678,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:07:23.000,2019-02-13 17:58:35.000,2019-02-13 18:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
677,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:08:46.000,2019-02-13 17:08:46.000,2019-02-13 18:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
679,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:28:21.000,2019-02-13 17:28:21.000,2019-02-13 18:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['172.217.15.99'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,,eastus,172.217.15.99,1.0
676,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 18:25:46.553,2019-02-13 17:31:17.000,2019-02-13 17:31:17.000,2019-02-13 18:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['72.21.91.29'],,,T,http,80.0,O,1.0,0.0,0.0,0.0,,eastus,72.21.91.29,1.0
670,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.751,2019-02-13 17:59:51.000,2019-02-13 18:57:47.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,14.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,14.0
671,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.766,2019-02-13 18:08:47.000,2019-02-13 18:38:47.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,2.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,2.0
673,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.766,2019-02-13 18:13:49.000,2019-02-13 18:58:50.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,6.0
674,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.766,2019-02-13 18:13:49.000,2019-02-13 18:58:50.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['65.55.44.109', '40.77.228.69']",,,T,https,443.0,O,6.0,0.0,0.0,0.0,eastus2,eastus,40.77.228.69,6.0
672,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.766,2019-02-13 18:15:39.000,2019-02-13 18:49:48.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,3.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,3.0
668,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.751,2019-02-13 18:49:51.000,2019-02-13 18:51:03.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.165.170.112', '52.165.175.144']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,centralus,eastus,52.165.170.112,7.0
669,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 19:25:18.751,2019-02-13 18:49:51.000,2019-02-13 18:51:03.000,2019-02-13 19:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.165.170.112', '52.165.175.144']",,,T,https,443.0,O,7.0,0.0,0.0,0.0,centralus,eastus,52.165.175.144,7.0
15,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:37.088,2019-02-13 19:02:25.000,2019-02-13 19:58:48.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['13.71.172.130'],,,T,https,443.0,O,13.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,13.0
741,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:28.386,2019-02-13 19:03:33.000,2019-02-13 19:19:02.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.165.175.144', '13.89.220.65', '52.165.170.112']",,,T,https,443.0,O,12.0,0.0,0.0,0.0,centralus,eastus,52.165.170.112,12.0
740,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:28.386,2019-02-13 19:03:33.000,2019-02-13 19:19:02.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.165.175.144', '13.89.220.65', '52.165.170.112']",,,T,https,443.0,O,12.0,0.0,0.0,0.0,centralus,eastus,13.89.220.65,12.0
739,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:28.386,2019-02-13 19:03:33.000,2019-02-13 19:19:02.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['52.165.175.144', '13.89.220.65', '52.165.170.112']",,,T,https,443.0,O,12.0,0.0,0.0,0.0,centralus,eastus,52.165.175.144,12.0
16,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:38.011,2019-02-13 19:06:52.000,2019-02-13 19:58:04.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['52.168.138.145'],,,U,ntp,123.0,O,4.0,0.0,0.0,0.0,eastus,eastus,52.168.138.145,4.0
19,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:12.179,2019-02-13 19:13:50.000,2019-02-13 19:58:50.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['65.55.44.109'],,,T,https,443.0,O,4.0,0.0,0.0,0.0,eastus2,eastus,65.55.44.109,4.0
17,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:11.632,2019-02-13 19:25:46.000,2019-02-13 19:25:56.000,2019-02-13 20:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '23.48.36.47']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,13.107.4.50,2.0
18,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:11.632,2019-02-13 19:25:46.000,2019-02-13 19:25:56.000,2019-02-13 20:00:00.000,ExternalPublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.107.4.50', '23.48.36.47']",,,T,http,80.0,O,2.0,0.0,0.0,0.0,,eastus,23.48.36.47,2.0
838,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:37.193,2019-02-13 19:35:52.000,2019-02-13 19:35:52.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.77.232.95'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,westcentralus,eastus,40.77.232.95,1.0
787,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:15.334,2019-02-13 19:36:53.000,2019-02-13 19:36:53.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['20.38.98.100'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,eastus,eastus,20.38.98.100,1.0
770,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 20:26:13.525,2019-02-13 19:38:47.000,2019-02-13 19:38:47.000,2019-02-13 20:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,['40.124.45.19'],,,T,https,443.0,O,1.0,0.0,0.0,0.0,southcentralus,eastus,40.124.45.19,1.0
710,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.953,2019-02-13 20:02:50.000,2019-02-13 20:56:01.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.128,21.0
711,52b1ab41-869e-4138-9e40-2a4457f09bf0,2019-02-13 21:25:22.953,2019-02-13 20:02:50.000,2019-02-13 20:56:01.000,2019-02-13 21:00:00.000,AzurePublic,asihuntomsworkspacerg,msticalertswin1,10.0.3.5,"['13.71.172.128', '13.71.172.130']",,,T,https,443.0,O,21.0,0.0,0.0,0.0,canadacentral,eastus,13.71.172.130,21.0
